City,ARIMA_RMSE,LSTM_Residual_RMSE,Hybrid_RMSE
"Sevilla, Spain",5.632239644927801,1.3910721970446083,18.38649499088527
"Shahe, China",16.284355999500416,1.47461317617074,15.58678369509716
"Shanghai, China",12.474685607356642,1.3728340783609378,17.664076227725744
"Shangqiu, China",14.234643154213023,1.4156867451770123,16.732064728415462
"Shangrao, China",11.365507980695632,1.5516336944927935,18.106765828960445
"Shaowu, China",11.365507980695632,1.7122396383564564,17.867814739753815
"Shaoxing, China",11.859835863739269,2.0887372549215732,16.12751495406544
"Shaoyang, China",12.49231676215695,1.503871866654315,17.90866096402834
"Shaping, China",6.97327117013625,1.543856996321666,21.68254147191308
"Shimonoseki, Japan",9.868853776979703,1.6530056966042537,15.612851779514541
"Shuangcheng, China",21.55036058617151,2.475799188979842,8.48570266573281
"Shuangyashan, China",18.337112724706444,2.04111515296655,7.060091702466702
"Shymkent, Kazakhstan",9.423425660786119,2.4699659486915615,11.850442093049484
"Simi Valley, United States",5.912923250152131,2.2866610070790743,15.925565325746168
"Stockton, United States",4.410762440703148,1.575442019414882,14.76968119152697
"Sucre, Bolivia",2.304743384752153,0.9519524961956743,11.823020253848604
"Suihua, China",22.39617378898069,3.1628772130537257,8.337349317471027
"Sunnyvale, United States",4.410762440703148,1.197735814583971,15.699766618037035
"Sur, Lebanon",5.726454496808008,1.6314931400419985,18.523593415495466
"Suzhou, China",13.568030626173202,1.2855300421957894,17.18500165620627
"Tétouan, Morocco",4.051767338324377,1.2025246457811676,17.95645593150974
"Tacna, Peru",1.8738172803796276,0.8329532805485143,19.993372134476424
"Taian, China",15.814530441514293,1.5433177885815645,14.910466415933191
"Taicheng, China",5.9388372736135375,1.499319447151183,22.433730423765184
"Taizhou, China",13.524606364775412,1.6642992317557903,16.034361836801033
"Talca, Chile",7.0438776727666585,0.9133778417482669,11.883835241137998
"Talcahuano, Chile",3.3513091232803314,0.8067587606353196,13.282567655650187
"Tandil, Argentina",7.521529744685375,1.4697963082593881,14.075040414683718
"Tanete, Indonesia",0.6066314315289405,0.6480317903911763,26.82522545140023
"Tangier, Morocco",4.051767338324377,1.1181028287804755,18.420308435923804
"Taonan, China",21.829737665203208,2.44949245289038,9.196945080024992
"Taraz, Kazakhstan",8.70499708159189,2.1024414078753066,7.942651344246469
"Tarhunah, Libya",4.380240819701111,1.1331709905886176,21.06545296313303
"Tarija, Bolivia",3.420565510816662,1.106094186204254,15.728278323871999
"Tashkent, Uzbekistan",8.622312867193143,1.985025850226242,11.856577009275735
"Tauranga, New Zealand",1.4000759590578706,1.0075282320577117,14.90616417691639
"Tehuacán, Mexico",2.2225957866631423,0.9829584422115629,19.407380364968787
"Temuco, Chile",5.392759254706789,1.109950131830153,11.22429657866317
"Tengzhou, China",14.30892413338628,1.7909417972726334,15.834058833437389
"Texcoco, Mexico",2.494907614257499,0.9126611102114455,16.950467875213
"Thái Nguyên, Vietnam",5.77855024769076,1.2655980136385585,22.2452807316931
"Thousand Oaks, United States",5.912923250152131,1.845283430607188,16.580524829373644
"Tieli, China",19.99213206320283,3.396281243003735,6.84642713140705
"Tijuana, Mexico",2.922078632992142,1.2494312995127614,17.09499022524565
"Tlalnepantla, Mexico",2.494907614257499,1.0941790010407362,16.304839087100845
"Tokuyama, Japan",11.078840619193423,1.2578495748303524,16.19519749993781
"Tomakomai, Japan",11.661136785784697,1.5935294348388374,8.62417669148339
"Tomsk, Russia",21.714105555476685,3.568626145299622,10.30747578046504
"Tongling, China",12.863203997214583,1.5296873295519176,17.097995086353926
"Torrance, United States",5.912923250152131,1.7085710076355285,16.830754819979717
"Torreón, Mexico",5.048992628549013,1.2893369347507946,21.283273306012546
"Tottori, Japan",11.594362122700067,1.4060906266597608,15.632979514602717
"Townsville, Australia",0.7943171053001191,1.3098899286176091,23.650359506961678
"Trelew, Argentina",9.608678244377051,1.3242877886317352,14.030250627413253
"Tripoli, Libya",4.842853430494051,1.2099596329021438,20.844322085214294
"Tucuman, Argentina",6.5119555539647145,1.4895311098461712,20.257975841104717
"Tulancingo, Mexico",2.494907614257499,0.9123244353545555,16.750325966882983
"Tuxtla Gutiérrez, Mexico",1.8545334017086035,0.8056456514192656,25.301752080831843
"Ube, Japan",9.868853776979703,1.2595562881671964,16.162790914133144
"Ulan Ude, Russia",19.91202849583475,2.528296140061102,8.768972358207746
"Ust Ilimsk, Russia",20.151004480810204,4.000341988145284,9.000656767026118
"Valdivia, Chile",5.392759254706789,1.1407431046662773,11.166926585573288
"Vallejo, United States",4.410762440703148,1.277489571878791,15.308882520812043
"Valparaiso, Chile",3.298929103554256,0.8587656754923647,14.221484740882707
"Veracruz, Mexico",2.6900477337701107,0.9006071986081712,23.78524402755682
"Vina Del Mar, Chile",3.298929103554256,0.7502646624197596,14.452063557490193
"Visalia, United States",7.345217523093793,1.6303936141312796,18.131079176371653
"Waco, United States",9.36399829108208,1.6389494902191803,20.0869516160978
"Wahran, Algeria",4.539187228642856,1.250384037204665,18.609366030033453
"Waitakere, New Zealand",1.4078017858484237,0.8209243356634577,17.35553842492351
"Warqla, Algeria",6.542383667438758,1.4425116173787436,24.55925731606248
"Weifang, China",14.372668341342616,1.3094576155670459,14.30442312008522
"Weihai, China",10.44521899536802,1.2649727077000485,12.582544784905412
"Wellington, New Zealand",2.638181678625843,0.8658945218519084,12.669742838857948
"Wencheng, China",10.44521899536802,1.5957197820995381,11.993575835307977
"Wenzhou, China",10.452567993908632,1.4459586390871102,17.758751706642315
"West Covina, United States",5.912923250152131,2.0546556579937567,16.272104929072906
"Wichita Falls, United States",11.451605110736663,2.0156882266320486,19.096484998530375
"Wuhan, China",12.904122798633686,1.5698284255142796,18.03634642588911
"Wuhu, China",12.863203997214583,1.386939717550391,18.170492580305496
"Wulanhaote, China",21.5563432009257,2.2108735389259646,9.452127854780345
"Wuning, China",11.859835863739269,1.298713309932075,17.48651983916687
"Wuxi, China",12.474685607356642,1.350070948847135,17.483764395045018
"Wuxue, China",12.104835086557824,1.4059793692230729,17.553227806538885
"Wuzhou, China",7.178918863124994,1.4022528862703716,22.14461905105099
"Xiaolan, China",6.97327117013625,1.3626888248470324,22.00210157619792
"Xiazhen, China",14.30892413338628,1.5530439240098455,16.0888234664145
"Xico, Mexico",2.494907614257499,0.9292215467652812,16.658048722239627
"Xinpu, China",14.198647106559442,1.8852614764154239,15.12142192028903
"Xintai, China",15.814530441514293,1.4757403160820848,15.091977498177592
"Xinyang, China",13.66694436498904,1.5367307923328002,16.65972178930326
"Xuanzhou, China",12.863203997214583,1.4483695107562793,17.284015025042216
"Xuchang, China",15.285522945993584,1.5784213882292035,15.277362856222586
"Xuzhou, China",14.30892413338628,1.5826968292255335,16.04416743121613
"Yakeshi, China",25.00145226806251,2.6341414948521202,11.364025024890466
"Yancheng, China",13.524606364775412,1.6221788374867263,16.153551902682494
"Yangjiang, China",5.494064711155066,1.2638419780873642,23.139589190986477
"Yangzhou, China",13.524606364775412,1.3002121177149044,16.88299007890897
"Yantai, China",10.44521899536802,1.2409804072200266,12.587985314652437
"Yatsushiro, Japan",11.459933405824662,1.4074545863415016,15.781521926587613
"Yichun, China",20.623261742030646,1.6798298785719734,12.96401475066461
"Yidu, China",14.372668341342616,1.721469864704523,13.6470766644537
"Yizheng, China",13.524606364775412,1.57281418462399,16.217918253911957
"Yonago, Japan",10.523732681788509,1.464562884080224,14.510001297768936
"Yulin, China",6.133379014386155,1.6591911980820855,22.200649288316022
"Yushan, China",12.474685607356642,2.0616029355513303,16.47201898903974
"Yuyao, China",11.423793518407166,1.202437753152585,18.148921842956472
"Zacatecas, Mexico",3.4870103023634993,1.0893905622052475,16.522458465383686
"Zalantun, China",22.296956712984006,2.2601670389554003,9.63808608032498
"Zaozhuang, China",14.30892413338628,1.378703891531582,16.46216755151417
"Zhangdian, China",15.814530441514293,1.6054538853316842,14.746406893993843
"Zhanjiang, China",6.133379014386155,1.3950064704433565,22.800837468879195
"Zhaocheng, China",11.694525493590604,1.185639225911697,13.946813428496379
"Zhaodong, China",21.55036058617151,2.2720578541659364,8.65965200013903
"Zhaoqing, China",6.97327117013625,1.2333316361480327,22.461196638699224
"Zhaoyang, China",13.524606364775412,1.761284668761558,15.968551596028318
"Zhenjiang, China",13.524606364775412,1.6835124110451936,16.047888159278237
"Zhongshan, China",5.9388372736135375,1.0897733285873117,23.395735901463087
"Zhoucun, China",15.814530441514293,1.4719499733618853,14.741242477344823
"Zhoukou, China",13.66694436498904,1.6014191583191308,16.515212103884057
"Zhucheng, China",14.372668341342616,1.4896949855572301,13.99387878145518
"Zhuhai, China",5.9388372736135375,1.1829745078087939,22.99195482597332
"Zhuji, China",11.859835863739269,1.5738550609220496,16.896089400961028
"Zhumadian, China",13.66694436498904,1.6431689661086475,16.457640050584438
"Zouxian, China",15.814530441514293,1.7034973125227617,14.432702922411089
"Zunyi, China",10.741439484964491,1.4023816461798146,16.797826893338023
"Zuwarah, Libya",4.842853430494051,1.5484281028861333,19.977271164457804
